policy_num,base_policy,day_claimed,week_claimed,month_claimed,deductible,days_policy_claim,past_num_claims,address_change_claim,agent_type,rep_num,is_fraud,age,sex,age_group,num_cars,vehicle_age,vehicle_category,vehicle_price,make,accident_area,fault,witness_present,police_report_filed
11533,all perils,friday,5,sep,700,more than 30,none,no change,external,16,0,74,male,over 65,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
11534,collision,wednesday,5,jun,400,more than 30,none,no change,external,12,0,28,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11535,liability,tuesday,1,jun,400,more than 30,1,no change,external,8,0,35,male,31 to 35,1 vehicle,7 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11536,collision,thursday,2,may,400,more than 30,none,no change,external,4,0,33,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,honda,urban,third party,no,no
11537,collision,thursday,2,may,400,more than 30,2 to 4,no change,external,2,0,41,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11538,collision,friday,2,may,400,more than 30,2 to 4,no change,external,6,0,40,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11539,all perils,wednesday,2,may,400,more than 30,2 to 4,no change,external,1,0,28,male,31 to 35,1 vehicle,7 years,utility,more than 69000,chevrolet,urban,policy holder,no,no
11540,collision,thursday,1,oct,400,more than 30,2 to 4,no change,external,5,0,56,male,51 to 65,1 vehicle,> 7 years,sedan,30000 to 39000,toyota,rural,policy holder,no,no
11541,all perils,monday,2,jan,400,more than 30,2 to 4,no change,external,8,0,33,female,31 to 35,1 vehicle,3 years,sedan,less than 20000,toyota,urban,policy holder,no,no
11542,all perils,wednesday,5,dec,400,more than 30,1,no change,external,4,0,36,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11543,liability,tuesday,3,dec,400,more than 30,1,no change,external,1,0,31,female,31 to 35,1 vehicle,7 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
11544,liability,wednesday,2,nov,400,more than 30,more than 4,no change,external,15,0,20,male,21 to 25,1 vehicle,2 years,sport,20000 to 29000,mazda,urban,policy holder,no,yes
11545,collision,friday,4,oct,400,more than 30,none,no change,external,15,0,54,male,41 to 50,1 vehicle,6 years,sedan,30000 to 39000,chevrolet,urban,third party,no,no
11546,collision,thursday,2,oct,400,more than 30,2 to 4,no change,external,5,0,31,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11547,liability,tuesday,1,oct,400,more than 30,2 to 4,no change,external,16,0,36,male,36 to 40,1 vehicle,> 7 years,sport,40000 to 59000,mazda,rural,third party,no,no
11548,collision,friday,4,sep,400,more than 30,2 to 4,no change,external,10,0,45,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11549,all perils,wednesday,4,sep,400,more than 30,1,no change,external,5,0,44,male,36 to 40,1 vehicle,6 years,sedan,less than 20000,toyota,urban,policy holder,no,no
11550,all perils,monday,3,sep,400,more than 30,none,no change,external,16,0,44,male,36 to 40,1 vehicle,7 years,sedan,more than 69000,mercury,urban,policy holder,no,no
11551,liability,thursday,3,sep,400,more than 30,2 to 4,4 to 8 years,external,14,0,79,female,over 65,2 vehicles,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11552,all perils,tuesday,2,nov,400,more than 30,2 to 4,no change,external,15,0,40,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11553,liability,monday,2,sep,400,more than 30,more than 4,no change,external,1,0,45,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
11554,collision,thursday,1,sep,400,more than 30,1,no change,external,3,0,31,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11555,collision,wednesday,2,sep,400,more than 30,2 to 4,no change,external,13,0,39,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,saturn,urban,policy holder,no,no
11556,all perils,tuesday,3,apr,400,more than 30,none,no change,external,10,0,72,male,over 65,1 vehicle,> 7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
11557,collision,monday,1,jun,400,more than 30,2 to 4,no change,external,7,0,29,female,31 to 35,1 vehicle,6 years,sedan,more than 69000,mercury,urban,policy holder,no,no
11558,liability,monday,2,jun,400,more than 30,2 to 4,1 year,external,10,0,27,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11559,all perils,tuesday,3,may,400,more than 30,none,no change,external,15,0,48,male,41 to 50,1 vehicle,> 7 years,sedan,less than 20000,toyota,urban,policy holder,no,no
11560,collision,wednesday,1,jun,400,more than 30,2 to 4,no change,external,9,0,37,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11561,all perils,monday,1,apr,400,more than 30,none,no change,external,15,0,39,male,16 to 17,1 vehicle,<= 1 year,sedan,more than 69000,honda,urban,policy holder,no,no
11562,liability,monday,3,mar,400,more than 30,none,no change,external,9,0,56,male,51 to 65,1 vehicle,> 7 years,sport,30000 to 39000,ford,urban,policy holder,no,no
11563,all perils,tuesday,4,feb,400,more than 30,none,no change,external,10,0,44,male,36 to 40,3 to 4,6 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11564,liability,monday,5,may,700,more than 30,2 to 4,no change,external,15,0,40,female,36 to 40,1 vehicle,7 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
11565,collision,monday,4,may,400,more than 30,2 to 4,no change,external,2,0,33,male,31 to 35,1 vehicle,7 years,sedan,more than 69000,mazda,urban,third party,no,no
11566,liability,wednesday,3,may,400,more than 30,none,no change,external,5,0,77,male,over 65,1 vehicle,6 years,sport,30000 to 39000,chevrolet,urban,third party,no,no
11567,liability,tuesday,3,sep,400,more than 30,more than 4,no change,external,6,0,36,male,36 to 40,1 vehicle,7 years,sport,more than 69000,honda,urban,policy holder,no,no
11568,liability,tuesday,2,jun,400,more than 30,more than 4,no change,external,9,0,37,male,36 to 40,1 vehicle,7 years,sport,more than 69000,dodge,urban,policy holder,no,no
11569,liability,friday,2,jun,400,more than 30,more than 4,no change,external,9,0,43,male,36 to 40,1 vehicle,7 years,sport,40000 to 59000,acura,urban,policy holder,no,no
11570,all perils,tuesday,4,jul,400,more than 30,1,no change,external,9,0,43,female,36 to 40,1 vehicle,6 years,sedan,less than 20000,honda,urban,policy holder,no,no
11571,liability,friday,3,jul,400,more than 30,more than 4,no change,external,9,0,52,male,41 to 50,1 vehicle,> 7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11572,all perils,thursday,2,sep,400,more than 30,none,4 to 8 years,external,12,0,26,male,31 to 35,2 vehicles,<= 1 year,sedan,more than 69000,honda,urban,policy holder,no,no
11573,liability,tuesday,4,nov,400,more than 30,1,no change,external,10,0,34,male,31 to 35,1 vehicle,7 years,sport,30000 to 39000,honda,urban,policy holder,no,no
11574,liability,thursday,3,nov,400,more than 30,2 to 4,no change,external,5,0,45,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11575,collision,monday,2,oct,400,more than 30,none,no change,external,1,0,28,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
11576,collision,wednesday,4,dec,400,more than 30,2 to 4,no change,external,13,0,30,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,rural,policy holder,no,no
11577,collision,thursday,1,mar,400,more than 30,2 to 4,no change,external,12,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11578,collision,friday,4,nov,500,more than 30,2 to 4,2 to 3 years,external,1,1,35,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,third party,no,no
11579,all perils,friday,4,nov,400,more than 30,1,no change,external,7,0,52,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,yes
11580,liability,thursday,5,nov,400,more than 30,2 to 4,no change,external,14,0,29,male,31 to 35,1 vehicle,7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
11581,collision,monday,1,jan,400,more than 30,2 to 4,no change,external,5,0,27,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11582,liability,tuesday,3,jun,400,more than 30,1,no change,internal,7,0,42,male,36 to 40,1 vehicle,> 7 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
11583,liability,friday,4,jun,400,more than 30,2 to 4,no change,external,4,0,36,male,36 to 40,1 vehicle,> 7 years,sport,30000 to 39000,chevrolet,urban,third party,no,no
11584,collision,monday,4,jun,400,more than 30,none,no change,external,7,1,31,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,toyota,urban,policy holder,no,no
11585,collision,tuesday,1,sep,400,more than 30,1,no change,external,8,0,22,male,26 to 30,1 vehicle,5 years,sedan,20000 to 29000,honda,urban,third party,no,no
11586,liability,tuesday,4,dec,400,more than 30,more than 4,no change,external,1,0,40,male,36 to 40,1 vehicle,> 7 years,sport,40000 to 59000,vw,urban,policy holder,no,no
11587,collision,wednesday,3,jan,400,more than 30,1,no change,external,15,0,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11588,liability,wednesday,2,mar,400,more than 30,2 to 4,no change,external,3,0,47,male,41 to 50,1 vehicle,6 years,sport,40000 to 59000,ford,urban,policy holder,no,no
11589,liability,monday,2,jun,400,more than 30,2 to 4,no change,external,10,0,32,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,toyota,rural,policy holder,no,no
11590,liability,friday,2,jun,400,more than 30,more than 4,no change,external,6,0,35,male,31 to 35,1 vehicle,7 years,sport,30000 to 39000,toyota,urban,policy holder,no,no
11591,liability,tuesday,5,may,400,more than 30,2 to 4,no change,external,9,0,22,male,26 to 30,1 vehicle,6 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
11592,liability,wednesday,2,jul,400,more than 30,more than 4,no change,external,7,0,41,male,36 to 40,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11593,collision,tuesday,1,oct,400,more than 30,none,4 to 8 years,external,7,0,30,male,31 to 35,2 vehicles,6 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11594,liability,friday,5,sep,400,more than 30,2 to 4,no change,external,15,0,35,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11595,collision,thursday,4,oct,700,more than 30,2 to 4,no change,external,9,0,42,male,36 to 40,1 vehicle,> 7 years,sedan,40000 to 59000,vw,urban,policy holder,no,no
11596,liability,friday,1,nov,400,more than 30,1,no change,external,1,0,47,male,41 to 50,1 vehicle,7 years,sport,30000 to 39000,dodge,urban,policy holder,no,no
11597,all perils,thursday,2,jan,400,more than 30,1,no change,external,4,0,67,male,over 65,1 vehicle,> 7 years,sedan,30000 to 39000,acura,urban,third party,no,no
11598,all perils,thursday,5,dec,400,more than 30,2 to 4,no change,external,6,0,38,male,36 to 40,1 vehicle,> 7 years,sedan,40000 to 59000,ford,urban,policy holder,no,no
11599,liability,friday,2,jun,400,more than 30,none,no change,external,1,0,44,male,36 to 40,1 vehicle,> 7 years,sport,30000 to 39000,pontiac,urban,third party,no,no
11600,all perils,friday,3,may,400,more than 30,none,no change,external,2,0,44,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,chevrolet,urban,third party,no,no
11601,liability,tuesday,4,apr,400,more than 30,none,no change,external,10,1,42,male,36 to 40,1 vehicle,7 years,sport,more than 69000,honda,urban,policy holder,no,no
11602,liability,monday,3,may,400,more than 30,1,no change,external,6,0,56,male,51 to 65,1 vehicle,7 years,sport,20000 to 29000,honda,rural,third party,no,no
11603,liability,monday,3,sep,400,more than 30,2 to 4,no change,external,12,0,60,male,51 to 65,1 vehicle,> 7 years,sport,30000 to 39000,toyota,urban,third party,no,no
11604,all perils,tuesday,2,nov,400,more than 30,2 to 4,no change,external,14,0,52,female,41 to 50,3 to 4,> 7 years,sedan,20000 to 29000,dodge,urban,third party,no,no
11605,liability,thursday,4,oct,400,more than 30,2 to 4,no change,external,1,0,30,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11606,all perils,thursday,5,dec,400,more than 30,none,no change,external,14,0,49,male,41 to 50,1 vehicle,> 7 years,utility,more than 69000,ford,urban,policy holder,no,no
11607,all perils,thursday,3,apr,400,more than 30,none,no change,external,1,0,58,male,51 to 65,1 vehicle,> 7 years,sedan,less than 20000,toyota,urban,third party,no,no
11608,collision,friday,2,oct,400,more than 30,none,no change,external,12,0,26,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11609,collision,friday,3,aug,400,more than 30,2 to 4,no change,external,6,0,35,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11610,collision,wednesday,3,may,400,more than 30,more than 4,no change,external,1,0,47,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,saab,urban,policy holder,no,no
11611,liability,tuesday,3,oct,400,more than 30,2 to 4,no change,external,13,0,29,male,31 to 35,1 vehicle,6 years,sport,less than 20000,pontiac,urban,policy holder,no,no
11612,collision,thursday,3,oct,400,more than 30,more than 4,no change,external,11,0,36,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11613,liability,monday,1,oct,400,more than 30,1,no change,external,11,0,50,male,41 to 50,1 vehicle,> 7 years,sport,30000 to 39000,ford,urban,policy holder,no,no
11614,all perils,friday,4,oct,400,more than 30,none,4 to 8 years,external,2,0,49,male,41 to 50,2 vehicles,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11615,collision,wednesday,3,aug,400,more than 30,1,no change,external,10,0,42,male,36 to 40,1 vehicle,7 years,sedan,less than 20000,honda,urban,policy holder,no,no
11616,liability,friday,3,jun,400,more than 30,2 to 4,no change,external,6,0,51,male,41 to 50,1 vehicle,7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
11617,collision,tuesday,3,may,400,more than 30,more than 4,no change,external,8,0,39,male,36 to 40,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
11618,all perils,friday,1,nov,400,more than 30,2 to 4,no change,external,7,0,41,male,36 to 40,1 vehicle,> 7 years,sedan,more than 69000,toyota,urban,policy holder,no,no
11619,liability,friday,1,nov,400,more than 30,2 to 4,no change,external,9,0,30,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
11620,liability,wednesday,3,jun,400,more than 30,2 to 4,no change,external,14,0,54,female,41 to 50,1 vehicle,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11621,liability,thursday,2,apr,400,more than 30,more than 4,no change,external,13,0,35,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
11622,all perils,tuesday,4,nov,400,more than 30,none,no change,external,12,0,40,female,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,honda,urban,third party,no,no
11623,collision,wednesday,4,nov,400,more than 30,none,no change,external,5,0,38,male,36 to 40,1 vehicle,7 years,sport,more than 69000,mazda,urban,third party,no,no
11624,liability,tuesday,2,jul,400,more than 30,none,no change,external,3,0,26,male,31 to 35,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11625,collision,monday,2,mar,400,more than 30,1,no change,external,8,0,47,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,toyota,urban,policy holder,no,no
11626,all perils,tuesday,2,jan,700,more than 30,none,no change,external,12,0,52,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11627,collision,monday,2,jan,400,more than 30,1,no change,external,15,0,44,male,36 to 40,1 vehicle,> 7 years,sedan,60000 to 69000,vw,urban,policy holder,no,no
11628,collision,monday,2,jan,400,more than 30,2 to 4,no change,external,11,0,33,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11629,liability,thursday,2,jan,500,more than 30,1,2 to 3 years,external,7,0,30,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,chevrolet,urban,third party,no,no
11630,liability,tuesday,2,dec,400,more than 30,more than 4,no change,external,5,0,39,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11631,collision,wednesday,4,sep,400,more than 30,1,no change,external,11,0,35,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,toyota,rural,policy holder,no,no
11632,all perils,friday,1,mar,400,more than 30,1,no change,external,13,0,37,female,36 to 40,1 vehicle,7 years,sedan,less than 20000,honda,urban,policy holder,no,no
11633,collision,thursday,3,jan,400,more than 30,none,no change,external,15,0,42,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11634,all perils,monday,3,may,400,more than 30,2 to 4,no change,external,2,0,27,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11635,all perils,tuesday,5,may,400,more than 30,none,4 to 8 years,external,12,0,31,male,31 to 35,2 vehicles,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11636,liability,monday,2,sep,400,more than 30,more than 4,no change,external,14,0,29,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
11637,all perils,tuesday,1,sep,400,more than 30,1,no change,external,7,0,39,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,rural,third party,no,no
11638,all perils,wednesday,5,sep,400,more than 30,none,no change,external,13,0,29,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,third party,no,no
